Unique ID,Borough,Geographic School District,Program Type,Program Name,Program Address,Program Zip,Program Phone,"Program Options (Half-Day, Full-Day)","Program Has Income Eligibility Requirements (Yes, No) CBECC Only",New Program for September 2014?,Program Grade Span Public School and Charter School Only,2014-2015 Total Pre-K Seats
21K090,K,21,Public DOE School,P.S. 90 Edna Cohen School,2840 West 12 Street,11224,718-787-3333,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
21K095,K,21,Public DOE School,P.S. 095 The Gravesend,345 Van Sicklen Street,11223,718-449-5050,Half Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",72
21K097,K,21,Public DOE School,P.S. 97 The Highlawn,1855 Stillwell Avenue,11223,718-627-7550,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
21K099,K,21,Public DOE School,P.S. 099 Isaac Asimov,1120 East 10 Street,11230,718-338-9201,Both,N/A,,"PK,0K,01,02,03,04,05,06,07,08",54
21K100,K,21,Public DOE School,P.S. 100 The Coney Island School,2951 West 3 Street,11224,718-266-9477,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
21K121,K,21,Public DOE School,P.S. 121 Nelson A. Rockefeller,5301 20 Avenue,11204,718-377-8845,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
21K128,K,21,Public DOE School,P.S. 128 Bensonhurst,2075 84 Street,11214,718-373-5900,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
21K153,K,21,Public DOE School,P.S. 153 Homecrest,1970 Homecrest Avenue,11229,718-375-4484,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
21K177,K,21,Public DOE School,P.S. 177 The Marlboro,346 Avenue P,11204,718-375-9506,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
21K188,K,21,Public DOE School,P.S. 188 Michael E. Berdy,3314 Neptune Avenue,11224,718-266-6380,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
21K199,K,21,Public DOE School,P.S. 199 Frederick Wachtel,1100 Elm Avenue,11230,718-339-1422,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
21K209,K,21,Public DOE School,P.S. 209 Margaret Mead,2609 East 7 Street,11235,718-743-1954,Both,N/A,,"PK,0K,01,02,03,04,05,06,07,08",54
21K212,K,21,Public DOE School,P.S. 212 Lady Deborah Moody,87 Bay 49 Street,11214,718-266-4841,Both,N/A,,"PK,0K,01,02,03,04,05",90
21K215,K,21,Public DOE School,P.S. 215 Morris H. Weiss,415 Avenue S,11223,718-339-2464,Both,N/A,,"PK,0K,01,02,03,04,05",72
21K216,K,21,Public DOE School,P.S. 216 Arturo Toscanini,350 Avenue X,11223,718-645-2862,Full Day,N/A,,"PK,0K,01,02,03,04,05",84
21K225,K,21,Public DOE School,P.S. K225 - The Eileen E. Zaglin,1075 Ocean View Avenue,11235,718-743-9793,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",30
21K226,K,21,Public DOE School,P.S. 226 Alfred De B.Mason,6006 23 Avenue,11204,718-234-4940,Half Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",72
21K238,K,21,Public DOE School,P.S. 238 Anne Sullivan,1633 East 8 Street,11223,718-339-4355,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",84
21K253,K,21,Public DOE School,P.S. 253,601 Oceanview Avenue,11235,718-332-3331,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
21K288,K,21,Public DOE School,P.S. 288 The Shirley Tanyhill,2950 West 25 Street,11224,718-449-8000,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
21K329,K,21,Public DOE School,P.S. 329 Surfside,2929 West 30 Street,11224,718-996-3800,Full Day,N/A,,"PK,0K,01,02,03,04,05",30
22K052,K,22,Public DOE School,P.S. 052 Sheepshead Bay,2675 East 29 Street,11235,718-648-0882,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
22K109,K,22,Public DOE School,P.S. 109,1001 East 45 Street,11203,718-693-3426,Full Day,N/A,Yes,"0K,01,02,03,04,05,06,07,08",36
22K134,K,22,Public DOE School,P.S. K134,4001 18 Avenue,11218,718-436-7200,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
22K139,K,22,Public DOE School,P.S. 139 Alexine A. Fenty,330 Rugby Road,11226,718-282-5254,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
22K152,K,22,Public DOE School,School of Science & Technology,725 East 23 Street,11210,718-434-5222,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
22K193,K,22,Public DOE School,P.S. 193 Gil Hodges,2515 Avenue L,11210,718-338-9011,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
22K194,K,22,Public DOE School,P.S. 194 Raoul Wallenberg,3117 Avenue W,11229,718-648-8804,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
22K195,K,22,Public DOE School,P.S. 195 Manhattan Beach,131 Irwin Street,11235,718-648-9102,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
22K197,K,22,Public DOE School,P.S. 197 - The Kings Highway Academy,1599 East 22 Street,11210,718-377-7890,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
22K198,K,22,Public DOE School,P.S. 198 Brooklyn,4105 Farragut Road,11210,718-282-4920,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
22K203,K,22,Public DOE School,P.S. 203 Floyd Bennett School,5101 Avenue M,11234,718-241-8488,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
22K206,K,22,Public DOE School,P.S. 206 Joseph F Lamb,2200 Gravesend Neck Road,11229,718-743-5598,Half Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",72
22K207,K,22,Public DOE School,P.S. 207 Elizabeth G. Leary,4011 Fillmore Avenue,11234,718-645-8667,Half Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
22K217,K,22,Public DOE School,P.S. 217 Colonel David Marcus School,1100 Newkirk Avenue,11230,718-434-6960,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
22K222,K,22,Public DOE School,P.S. 222 Katherine R. Snyder,3301 Quentin Road,11234,718-998-4298,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
22K236,K,22,Public DOE School,P.S. 236 Mill Basin,6302 Avenue U,11234,718-444-6969,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
22K245,K,22,Public DOE School,P.S. 245,249 East 17Th Street,11226,718-284-2330,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
22K251,K,22,Public DOE School,P.S. 251 Paerdegat,1037 East 54 Street,11234,718-251-4110,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
22K254,K,22,Public DOE School,P.S. 254 Dag Hammarskjold,1801 Avenue Y,11235,718-743-0890,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
22K255,K,22,Public DOE School,P.S. 255 Barbara Reing School,1866 East 17 Street,11229,718-376-8494,Both,N/A,,"PK,0K,01,02,03,04,05",64
22K269,K,22,Public DOE School,P.S. 269 Nostrand,1957 Nostrand Avenue,11210,718-941-2800,Full Day,N/A,Yes,"03,04,05",36
22K277,K,22,Public DOE School,P.S. 277 Gerritsen Beach,2529 Gerritsen Avenue,11229,718-743-6689,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
22K312,K,22,Public DOE School,P.S. 312 Bergen Beach,7103 Avenue T,11234,718-763-4015,Half Day,N/A,,"PK,0K,01,02,03,04,05",56
22K315,K,22,Public DOE School,P.S. K315,2310 Glenwood Road,11210,718-421-9560,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
22K326,K,22,Public DOE School,P.S. 326,1800 Utica Avenue,11234,718-241-4828,Full Day,N/A,,"PK,0K,01,02",10
22K361,K,22,Public DOE School,P.S. 361 East Flatbush Early Childhood School,3109 Newkirk Avenue,11226,718-856-0600,Half Day,N/A,,"PK,0K,01,02",72
23K137,K,23,Public DOE School,P.S./I.S. 137 Rachel Jean Mitchell,121 Saratoga Avenue,11233,718-453-2926,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",18
23K155,K,23,Public DOE School,P.S./ I.S. 155 Nicholas Herkimer,1355 Herkimer Street,11233,718-495-7751,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
23K156,K,23,Public DOE School,P.S. 156 Waverly,104 Sutter Avenue,11212,718-498-2811,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
23K165,K,23,Public DOE School,P.S. 165 Ida Posner,76 Lott Avenue,11212,718-495-7759,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
23K178,K,23,Public DOE School,P.S. 178 Saint Clair Mckelway,2163 Dean Street,11233,718-495-7768,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
23K184,K,23,Public DOE School,P.S. 184 Newport,273 Newport Street,11212,718-495-7775,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",72
23K284,K,23,Public DOE School,P.S. 284 Lew Wallace,213 Osborn Street,11212,718-495-7791,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",18
23K298,K,23,Public DOE School,P.S. 298 Dr. Betty Shabazz,85 Watkins Street,11212,718-495-7793,Full Day,N/A,,"PK,0K,01,02,03,04,05,08",46
23K323,K,23,Public DOE School,P.S./I.S. 323,210 Chester Street,11212,718-495-7781,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
23K327,K,23,Public DOE School,P.S. 327 Dr. Rose B. English,111 Bristol Street,11212,718-495-7801,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
23K401,K,23,Public DOE School,Christopher Avenue Community School,51 Christopher Avenue,11212,718-495-5761,Full Day,N/A,,"PK,0K,01,02,03,04",36
23K446,K,23,Public DOE School,Riverdale Avenue Community School,76 Riverdale Avenue,11212,718-485-1679,Full Day,N/A,,"PK,0K,01,02,03",54
23K599,K,23,Public DOE School,Brooklyn Landmark Elementary School,251 Mcdougal Street,11233,718-443-2747,Full Day,N/A,,"PK,0K,01,02",36
24Q028,Q,24,Public DOE School,P.S. 28 - The Thomas Emanuel Early Childhood Center,109-10 47 Avenue,11368,718-271-4971,Half Day,N/A,,"PK,0K,01,02",20
24Q068,Q,24,Public DOE School,P.S. 068 Cambridge,59-09 Saint Felix Avenue,11385,718-821-7246,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
24Q087,Q,24,Public DOE School,P.S. / I.S. 087 Middle Village,67-54 80 Street,11379,718-326-8243,Half Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",72
24Q088,Q,24,Public DOE School,P.S. 088 Seneca,60-85 Catalpa Avenue,11385,718-821-8121,Full Day,N/A,,"PK,0K,01,02,03,04,05",30
24Q091,Q,24,Public DOE School,P.S. 091 Richard Arkwright,68-10 Central Ave,11385,718-821-6880,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
24Q153,Q,24,Public DOE School,P.S. 153 Maspeth Elem,60-02 60 Lane,11378,718-821-7850,Half Day,N/A,,"PK,0K,01,02,03,04,05,06",36
24Q229,Q,24,Public DOE School,P.S. 229 Emanuel Kaplan,67-25 51 Road,11377,718-446-2120,Full Day,N/A,,"PK,0K,01,02,03,04,05,06",36
24Q239,Q,24,Public DOE School,P.S. 239,17-15 Weirfield Street,11385,718-381-4009,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
24Q290,Q,24,Public DOE School,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,70-02 54 Avenue,11378,718-458-0183,Full Day,N/A,Yes,"0K,01,02,03",36
24Q305,Q,24,Public DOE School,Learners and Leaders,378 Seneca Avenue,11385,718-366-1061,Half Day,N/A,,"PK,0K,01,02,03",36
24Q343,Q,24,Public DOE School,The Children's Lab School,45-46 42nd Street,11104,718-935-3617,Full Day,N/A,Yes,N/A [New School in 2014-15],36
25Q020,Q,25,Public DOE School,P.S. 020 John Bowne,142-30 Barclay Avenue,11355,718-359-0321,Full Day,N/A,,"PK,0K,01,02,03,04,05",108
25Q021,Q,25,Public DOE School,P.S. 021 Edward Hart,147-36 26 Avenue,11354,718-445-8833,Full Day,N/A,,"PK,0K,01,02,03,04,05",90
25Q022,Q,25,Public DOE School,P.S. 022 Thomas Jefferson,153-33 Sanford Avenue,11355,718-762-4141,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
25Q029,Q,25,Public DOE School,P.S. 029 Queens,125-10 23 Avenue,11356,718-886-5111,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
25Q032,Q,25,Public DOE School,P.S. 032 State Street,171-11 35 Avenue,11358,718-463-3747,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
25Q079,Q,25,Public DOE School,P.S. 079 Francis Lewis,147-27 15 Drive,11357,718-746-0396,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
25Q107,Q,25,Public DOE School,P.S. 107 Thomas A Dooley,167-02 45 Avenue,11358,718-762-5995,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
25Q120,Q,25,Public DOE School,P.S. 120 Queens,58-01 136 Street,11355,718-359-3390,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
25Q129,Q,25,Public DOE School,P.S. 129 Patricia Larkin,128-02 7 Avenue,11356,718-353-3150,Both,N/A,,"PK,0K,01,02,03,04,05",90
25Q130,Q,25,Public DOE School,P.S. 130,200-01 42 Avenue,11361,718-357-6606,Full Day,N/A,,"PK,0K,01,02,03",18
25Q154,Q,25,Public DOE School,P.S. 154 Queens,75-02 162 Street,11366,718-591-1500,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
25Q163,Q,25,Public DOE School,P.S. 163 Flushing Heights,159-01 59 Avenue,11365,718-353-2514,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
25Q164,Q,25,Public DOE School,P.S. 164 Queens Valley,138-01 77 Avenue,11367,718-544-1083,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
25Q165,Q,25,Public DOE School,P.S. 165 Edith K. Bergtraum,70-35 150 Street,11367,718-263-4004,Full Day,N/A,,"PK,0K,01,02,03,04,05",46
25Q169,Q,25,Public DOE School,P.S. 169 Bay Terrace,18-25 212 Street,11360,718-428-6160,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
25Q184,Q,25,Public DOE School,P.S. 184 Flushing Manor,163-15 21 Road,11357,718-352-7800,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
25Q193,Q,25,Public DOE School,P.S. 193 Alfred J. Kennedy,152-20 11 Avenue,11357,718-767-8810,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
25Q200,Q,25,Public DOE School,PS/MS 200 - The Pomonok School & STAR Academy,70-10 164 Street,11365,718-969-7780,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
25Q201,Q,25,Public DOE School,P.S. 201 The Discovery School for Inquiry and Research,65-11 155 Street,11367,718-359-0620,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
25Q209,Q,25,Public DOE School,P.S. 209 Clearview Gardens,16-10 Utopia Parkway,11357,718-352-3939,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
25Q214,Q,25,Public DOE School,P.S. 214 Cadwallader Colden,31-15 140 Street,11354,718-461-4055,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
25Q219,Q,25,Public DOE School,P.S. 219 Paul Klapper,144-39 Gravett Road,11367,718-793-2130,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",54
25Q242,Q,25,Public DOE School,P.S. 242 Leonard P. Stavisky Early Childhood School,29-66 137 Street,11354,718-445-2902,Full Day,N/A,,"PK,0K,01,02,03",18
25Q244,Q,25,Public DOE School,The Active Learning Elementary School,137-20 Franklin Avenue,11355,718-445-5730,Full Day,N/A,,"PK,0K,01,02,03",36
25Q499,Q,25,Public DOE School,"The Queens College School for Math, Science and Technology",148-20 Reeves Avenue,11367,718-461-7462,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",
26Q026,Q,26,Public DOE School,P.S. 026 Rufus King,195-02 69 Avenue,11365,718-464-4505,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
26Q031,Q,26,Public DOE School,P.S. 031 Bayside,211-45 46 Road,11361,718-423-8288,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
26Q115,Q,26,Public DOE School,P.S. 115 Glen Oaks,80-51 261 Street,11004,718-831-4010,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
26Q133,Q,26,Public DOE School,P.S. 133 Queens,248-05 86 Avenue,11426,718-831-4016,Both,N/A,,"PK,0K,01,02,03,04,05",74
26Q159,Q,26,Public DOE School,P.S. 159,205-01 33 Avenue,11361,718-423-8553,Full Day,N/A,,"PK,0K,01,02,03,04,05",42
26Q173,Q,26,Public DOE School,P.S. 173 Fresh Meadows,174-10 67 Avenue,11365,718-358-2243,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
26Q178,Q,26,Public DOE School,P.S./ IS 178 Holliswood,189-10 Radnor Road,11423,718-464-5763,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",18
26Q186,Q,26,Public DOE School,P.S. 186 Castlewood,252-12 72 Avenue,11426,718-831-4021,Full Day,N/A,,"PK,0K,01,02,03,04,05",30
26Q188,Q,26,Public DOE School,P.S. 188 Kingsbury,218-12 Hartland Avenue,11364,718-464-5768,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
26Q191,Q,26,Public DOE School,P.S. 191 Mayflower,85-15 258 Street,11001,718-831-4032,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
26Q203,Q,26,Public DOE School,P.S. 203 Oakland Gardens,53-11 Springfield Boulevard,11364,718-423-8652,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
26Q205,Q,26,Public DOE School,P.S. 205 Alexander Graham Bell,75-25 Bell Boulevard,11364,718-464-5773,Both,N/A,,"PK,0K,01,02,03,04,05",36
26Q213,Q,26,Public DOE School,P.S. 213 The Carl Ullman School,231-02 67 Avenue,11364,718-423-8747,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
26Q221,Q,26,Public DOE School,P.S. 221 The North Hills School,57-40 Marathon Parkway,11362,718-423-8825,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
26Q266,Q,26,Public DOE School,P.S. / I.S. 266,74-10 Commonwealth Boulevard,11426,718-479-3920,Half Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
27Q042,Q,27,Public DOE School,P.S./M.S 042 R. Vernam,488 Beach 66 Street,11692,718-634-7914,Half Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
27Q043,Q,27,Public DOE School,P.S. 043,160 Beach 29 Street,11691,718-327-5860,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",54
27Q045,Q,27,Public DOE School,P.S. 045 Clarence Witherspoon,126-28 150 Street,11436,718-529-1885,Full Day,N/A,,"PK,0K,01,02,03,04,05,06",18
27Q047,Q,27,Public DOE School,P.S. 047 Chris Galas,9 Power Road,11693,718-634-7167,Half Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
27Q051,Q,27,Public DOE School,P.S. 051,87-45 117 Street,11418,718-850-0738,Half Day,N/A,,"PK,0K,01",36
27Q060,Q,27,Public DOE School,P.S. 060 Woodhaven,91-02 88 Avenue,11421,718-441-5046,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
27Q063,Q,27,Public DOE School,P.S. 063 Old South,90-15 Sutter Avenue,11417,718-845-7560,Full Day,N/A,Yes,"0K,01,02,03,04,05",18
27Q066,Q,27,Public DOE School,P.S. 066 Jacqueline Kennedy Onassis,85-11 102 Street,11418,718-849-0184,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
27Q090,Q,27,Public DOE School,P.S. 090 Horace Mann,86-50 109 Street,11418,718-847-3370,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
27Q096,Q,27,Public DOE School,P.S. 096,130-01 Rockaway Boulevard,11420,718-529-2547,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
27Q097,Q,27,Public DOE School,P.S. 097 Forest Park,85-52 85 Street,11421,718-849-4870,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
27Q104,Q,27,Public DOE School,P.S. 104 The Bays Water,26-01 Mott Avenue,11691,718-327-1910,Full Day,N/A,,"PK,0K,01,02,03,04,05",28
27Q105,Q,27,Public DOE School,P.S. 105 The Bay School,420 Beach 51 Street,11691,718-474-8615,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
27Q106,Q,27,Public DOE School,P.S. 106,180 Beach 35 Street,11691,718-327-5828,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
27Q108,Q,27,Public DOE School,P.S. 108 Captain Vincent G. Fowler,108-10 109 Avenue,11420,718-558-2700,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
27Q123,Q,27,Public DOE School,P.S. 123,145-01 119 Avenue,11436,718-529-4300,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
27Q146,Q,27,Public DOE School,P.S. 146 Howard Beach,98-01 159 Avenue,11414,718-843-4880,Half Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",36
27Q155,Q,27,Public DOE School,P.S. 155,130-02 115 Avenue,11420,718-529-0767,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
27Q183,Q,27,Public DOE School,P.S. 183 Dr. Richard R. Green,2-45 Beach 79 Street,11693,718-634-9459,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",18
27Q197,Q,27,Public DOE School,P.S. 197 The Ocean School,825 Hicksville Road,11691,718-327-1083,Full Day,N/A,,"PK,0K,01,02,03,04,05",90
27Q207,Q,27,Public DOE School,P.S. 207 Rockwood Park,159-15 88 Street,11414,718-848-2700,Half Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",72
27Q223,Q,27,Public DOE School,P.S. 223 Lyndon B. Johnson,125-20 Sutphin Boulevard,11434,718-322-9012,Full Day,N/A,,"PK,0K,01,02,03,04,05",30
27Q253,Q,27,Public DOE School,P.S. 253,1307 Central Avenue,11691,718-327-0895,Full Day,N/A,,"PK,0K,01,02,03,04,05",30
27Q254,Q,27,Public DOE School,P.S. 254 - The Rosa Parks School,84-40 101 Street,11418,718-846-1840,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
27Q273,Q,27,Public DOE School,P.S. 273,88-07 102Nd Street,11418,718-286-8300,Full Day,N/A,,"PK,0K,01,02,03",36
27Q306,Q,27,Public DOE School,New York City Academy for Discovery,95-16 89Th Avenue,11421,718-441-2165,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
27Q316,Q,27,Public DOE School,Queens Explorer's Elementary,90-07 101st Avenue,11416,718-935-3615,Full Day,N/A,Yes,N/A [New School in 2014-15],36
27Q317,Q,27,Public DOE School,WATERSIDE CHILDREN'S STUDIO SCHOOL,190 Beach 110 Street,11694,718-634-1344,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
27Q333,Q,27,Public DOE School,Goldie Maple Academy,3-65 Beach 56 Street,11692,718-945-3300,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",72
27Q362,Q,27,Public DOE School,Wave Preparatory Elementary School,535 Briar Place,11691,718-327-7091,Full Day,N/A,,"PK,0K,01,02,03",36
28Q040,Q,28,Public DOE School,P.S. 040 Samuel Huntington,109-20 Union Hall Street,11433,718-526-1906,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
28Q048,Q,28,Public DOE School,P.S. 048 William Wordsworth,108-29 155 Street,11433,718-558-6700,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
28Q050,Q,28,Public DOE School,P.S. 050 Talfourd Lawn Elementary School,143-26 101 Avenue,11435,718-526-5336,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
28Q055,Q,28,Public DOE School,P.S. 055 Maure,131-10 97 Avenue,11419,718-849-3845,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
28Q080,Q,28,Public DOE School,P.S. 080 Thurgood Marshall Magnet,171-05 137 Avenue,11434,718-528-7070,Full Day,N/A,Yes,"0K,01,02,03,04,05",18
28Q086,Q,28,Public DOE School,P.S. Q086,87-41 Parsons Boulevard,11432,718-291-6264,Half Day,N/A,,"PK,0K,01,02,03,04,05",72
28Q101,Q,28,Public DOE School,P.S. 101 School in the Gardens,2 Russell Place,11375,718-268-7231,Full Day,N/A,,"PK,0K,01,02,03,04,05,06",18
28Q117,Q,28,Public DOE School,P.S. 117 J. Keld / Briarwood School,85-15 143 Street,11435,718-526-4780,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
28Q121,Q,28,Public DOE School,P.S. 121 Queens,126-10 109 Avenue,11420,718-738-5126,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
28Q140,Q,28,Public DOE School,P.S. 140 Edward K Ellington,166-01 116 Avenue,11434,718-657-4760,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
28Q144,Q,28,Public DOE School,P.S. 144 Col Jeromus Remsen,93-02 69 Avenue,11375,718-268-2775,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
28Q160,Q,28,Public DOE School,P.S. 160 Walter Francis Bishop,109-59 Inwood Street,11435,718-526-5523,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
28Q161,Q,28,Public DOE School,P.S. 161 Arthur Ashe School,101-33 124 Street,11419,718-441-5493,Half Day,N/A,,"PK,0K,01,02,03,04,05",20
28Q174,Q,28,Public DOE School,P.S. 174 William Sidney Mount,65-10 Dieterle Crescent,11374,718-897-7006,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
28Q175,Q,28,Public DOE School,P.S. 175 The Lynn Gross Discovery School,64-35 102 Street,11374,718-897-8600,Full Day,N/A,Yes,"0K,01,02,03,04,05",46
28Q206,Q,28,Public DOE School,P.S. 206 The Horace Harding School,61-02 98 Street,11374,718-592-0300,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
28Q220,Q,28,Public DOE School,P.S. 220 Edward Mandel,62-10 108 Street,11375,718-592-3030,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
28Q303,Q,28,Public DOE School,The Academy for Excellence through the Arts,108-55 69 Avenue,11375,718-459-1358,Full Day,N/A,,"PK,0K,01,02,03",36
28Q354,Q,28,Public DOE School,PS 354,126-10 Bedell Street,11434,718-276-1348,Full Day,N/A,,"PK,0K,01,02,03,04",36
29Q015,Q,29,Public DOE School,P.S. 015 Jackie Robinson,121-15 Lucas Street,11413,718-525-1670,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
29Q034,Q,29,Public DOE School,P.S. 034 John Harvard,104-12 Springfield Boulevard,11429,718-465-6818,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
29Q035,Q,29,Public DOE School,P.S. 035 Nathaniel Woodhull,191-02 90 Avenue,11423,718-465-6820,Full Day,N/A,,"PK,0K,01,02,03,04,05",18
29Q037,Q,29,Public DOE School,Cynthia Jenkins School,179-37 137 Avenue,11434,718-528-5399,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
29Q052,Q,29,Public DOE School,P.S. 052 Queens,178-37 146 Terrace,11434,718-528-2238,Full Day,N/A,,"PK,0K,01,02,03,04,05",72
29Q116,Q,29,Public DOE School,PS/IS 116 William C. Hughley,107-25 Wren Place,11433,718-526-4884,Full Day,N/A,,"PK,0K,01,02,03,04,05,06,07,08",54
29Q118,Q,29,Public DOE School,P.S. 118 Lorraine Hansberry,190-20 109 Road,11412,718-465-5538,Half Day,N/A,,"PK,0K,01,02,03,04,05",36
29Q132,Q,29,Public DOE School,P.S. 132 Ralph Bunche,132-15 218 Street,11413,718-528-5734,Full Day,N/A,,"PK,0K,01,02,03,04,05",54
29Q134,Q,29,Public DOE School,P.S. 134 Hollis,203-02 109 Avenue,11412,718-464-5544,Full Day,N/A,,"PK,0K,01,02,03,04,05",36
